Target ID,Target Name,Site Center WKT,Site Shape WKT
C40_001,Auckland_NewZealand,POINT(174.769989 -36.837498),"POLYGON((175.216858 -36.477333,174.32312 -36.477333,174.318909 -37.195972,175.221085 -37.195972,175.216858 -36.477333))"
C40_007,Dakar_Senegal,POINT(-17.2 14.75),"POLYGON((-16.82781 15.109027,-17.572191 15.109027,-17.570965 14.390381,-16.829039 14.390381,-16.82781 15.109027))"
C40_008,DaresSalaam_Tanzania,POINT(39.245556 -6.840556),"POLYGON((39.607193 -6.481097,38.883923 -6.481097,38.883377 -7.199744,39.607735 -7.199744,39.607193 -6.481097))"
C40_010,Freetown_SierraLeone,POINT(-13.238889 8.451388),"POLYGON((-12.875274 8.810545,-13.602503 8.810545,-13.601826 8.091897,-12.875951 8.091897,-12.875274 8.810545))"
C40_011,Fuzhou_China,POINT(119.296112 26.070835),"POLYGON((119.697372 26.429607,118.894852 26.429607,118.897301 25.710962,119.694923 25.710962,119.697372 26.429607))"
C40_014,Lisbon_Portugal,POINT(-9.0375 38.705),"POLYGON((-8.57472 39.063419,-9.500281 39.063419,-9.495653 38.34478,-8.579349 38.34478,-8.57472 39.063419))"
C40_015,Medellin_Colombia,POINT(-75.577225 6.261389),"POLYGON((-75.215492 6.620589,-75.938965 6.620589,-75.938461 5.901941,-75.215988 5.901941,-75.215492 6.620589))"
C40_019,Quito_Ecuador,POINT(-78.506386 -0.181389),"POLYGON((-78.147064 0.177938,-78.865715 0.177938,-78.865723 -0.540709,-78.147049 -0.540709,-78.147064 0.177938))"
C40_020,Salvador_Brazil,POINT(-38.428059 -12.919445),"POLYGON((-38.059925 -12.559863,-38.796192 -12.559863,-38.797253 -13.27851,-38.058865 -13.27851,-38.059925 -12.559863))"
C40_022,Abidjan_CotedIvoire,POINT(-4.008333 5.358333),"POLYGON((-3.647213 5.717551,-4.369453 5.717551,-4.369029 4.998904,-3.647638 4.998904,-3.647213 5.717551))"
C40_023,Accra_Ghana,POINT(-0.195556 5.65),"POLYGON((0.165754 6.009212,-0.556865 6.009212,-0.556417 5.290565,0.165306 5.290565,0.165754 6.009212))"
C40_024,Venice_Italy,POINT(12.231944 45.482502),"POLYGON((12.747731 45.840672,11.716157 45.840672,11.722694 45.12204,12.741194 45.12204,12.747731 45.840672))"
C40_027,Curitiba_Brazil,POINT(-49.265278 -25.428888),"POLYGON((-48.868584 -25.069031,-49.661972 -25.069031,-49.664345 -25.787676,-48.866211 -25.787676,-48.868584 -25.069031))"
C40_028,AddisAbaba_Ethiopia,POINT(38.752499 9.018888),"POLYGON((39.116692 9.378034,38.388309 9.378034,38.38903 8.659387,39.115967 8.659387,39.116692 9.378034))"
C40_029,Jaipur_India,POINT(75.787224 26.912222),"POLYGON((76.191483 27.270971,75.382965 27.270971,75.385536 26.552328,76.188919 26.552328,76.191483 27.270971))"
C40_032,Christchurch_NewZealand,POINT(172.545837 -43.528889),"POLYGON((173.038513 -43.168503,172.053162 -43.168503,172.047256 -43.887135,173.044418 -43.887135,173.038513 -43.168503))"
C40_033,Kinhasa_DRCongo,POINT(15.300556 -4.3375),"POLYGON((15.660748 -3.978091,14.940365 -3.978091,14.940022 -4.696738,15.661091 -4.696738,15.660748 -3.978091))"
cal001,railroadValley,POINT(-115.6902 38.497),"POLYGON((-115.575272 38.586777,-115.805122 38.586777,-115.804832 38.407112,-115.575562 38.407112,-115.575272 38.586777))"
cal002,calibration_Algeria4,POINT(5.59 30.04),"POLYGON((5.59 30.04,5.59 30.04,5.59 30.04,5.59 30.04,5.59 30.04))"
cal003,calibration_Niger3,POINT(7.96 21.57),"POLYGON((7.96 21.57,7.96 21.57,7.96 21.57,7.96 21.57,7.96 21.57))"
cal004,calibration_Egypt1,POINT(26.1 27.12),"POLYGON((26.1 27.12,26.1 27.12,26.1 27.12,26.1 27.12,26.1 27.12))"
cal005,calibration_Arabia5,POINT(46.76 18.88),"POLYGON((46.854988 18.969805,46.665009 18.969805,46.665108 18.790142,46.854885 18.790142,46.854988 18.969805))"
cal006,calibration_Algeria1,POINT(-0.4 23.8),"POLYGON((-0.4 23.8,-0.4 23.8,-0.4 23.8,-0.4 23.8,-0.4 23.8))"
cal007,calibration_Mauritania1,POINT(-9.3 19.4),"POLYGON((-9.3 19.4,-9.3 19.4,-9.3 19.4,-9.3 19.4,-9.3 19.4))"
cal008,calibration_Libya4,POINT(23.39 28.55),"POLYGON((23.39 28.55,23.39 28.55,23.39 28.55,23.39 28.55,23.39 28.55))"
cal009,calibration_Algeria2,POINT(-1.38 26.09),"POLYGON((-1.38 26.09,-1.38 26.09,-1.38 26.09,-1.38 26.09,-1.38 26.09))"
cal010,calibration_Niger1,POINT(9.81 19.67),"POLYGON((9.81 19.67,9.81 19.67,9.81 19.67,9.81 19.67,9.81 19.67))"
cal011,calibration_Mauritania2,POINT(-8.78 20.85),"POLYGON((-8.78 20.85,-8.78 20.85,-8.78 20.85,-8.78 20.85,-8.78 20.85))"
coccon100,val_Thessaloniki_Greece,POINT(22.97 40.63),"POLYGON((22.97 40.53994714361965,22.97 40.72005144764703,22.97 40.72005144764703,22.97 40.53994714361965,22.97 40.53994714361965))"
coccon101,val_Gobabeb_Namibia,POINT(15.04 -23.56),"POLYGON((15.03999999999999 -23.6502913724985,15.03999999999999 -23.46970757937232,15.03999999999999 -23.46970757937232,15.03999999999999 -23.6502913724985,15.03999999999999 -23.6502913724985))"
coccon102,val_Biust_Botswana,POINT(27.12 -22.59),"POLYGON((27.12 -22.68030247023841,27.12 -22.4996965150162,27.12 -22.4996965150162,27.12 -22.68030247023841,27.12 -22.68030247023841))"
coccon103,val_Jinja_Uganda,POINT(33.209 0.503),"POLYGON((33.209 0.4125631104551672,33.209 0.593436864378323,33.209 0.593436864378323,33.209 0.4125631104551672,33.209 0.4125631104551672))"
coccon104,validation_portovelho,POINT(-63.87 -8.774),"POLYGON((-63.87 -8.774,-63.87 -8.774,-63.87 -8.774,-63.87 -8.774,-63.87 -8.774))"
coccon105,val_Yangambi_DRC,POINT(24.48 0.81),"POLYGON((24.839397 1.169308,24.1206 1.169308,24.120665 0.45066,24.839334 0.45066,24.839397 1.169308))"
desert0000,Flat_Desert_Test_0000,POINT(2.99 30.5),"POLYGON((3.39 30.9,2.59 30.9,2.59 30.1,3.39 30.1,3.39 30.9))"
desert0001,Flat_Desert_Test_0001,POINT(24.3 28.4),"POLYGON((24.7 28.8,23.9 28.8,23.9 28,24.7 28,24.7 28.8))"
desert0002,Flat_Desert_Test_0002,POINT(139.85 -23.99),"POLYGON((140.25 -23.59,139.45 -23.59,139.45 -24.39,140.25 -24.39,140.25 -23.59))"
desert0003,Flat_Desert_Test_0003,POINT(10 30.84),"POLYGON((10.4 31.24,9.6 31.24,9.6 30.44,10.4 30.44,10.4 31.24))"
desert0004,Flat_Desert_Test_0004,POINT(30.86 26.13),"POLYGON((31.26 26.53,30.46 26.53,30.46 25.73,31.26 25.73,31.26 26.53))"
desert0005,Flat_Desert_Test_0005,POINT(121.45 -21.9),"POLYGON((121.85 -21.5,121.05 -21.5,121.05 -22.3,121.85 -22.3,121.85 -21.5))"
desert0006,Flat_Desert_Test_0006,POINT(7.52 31.89),"POLYGON((7.92 32.29,7.12 32.29,7.12 31.49,7.92 31.49,7.92 32.29))"
desert0007,Flat_Desert_Test_0007,POINT(125.75 -19.31),"POLYGON((126.15 -18.91,125.35 -18.91,125.35 -19.71,126.15 -19.71,126.15 -18.91))"
desert0008,Flat_Desert_Test_0008,POINT(-1 31.36),"POLYGON((-0.6 31.76,-1.4 31.76,-1.4 30.96,-0.6 30.96,-0.6 31.76))"
desert0009,Flat_Desert_Test_0009,POINT(18.84 28.22),"POLYGON((19.24 28.62,18.44 28.62,18.44 27.82,19.24 27.82,19.24 28.62))"
desert0010,Flat_Desert_Test_0010,POINT(7.3 32.76),"POLYGON((7.7 33.16,6.9 33.16,6.9 32.36,7.7 32.36,7.7 33.16))"
desert0011,Flat_Desert_Test_0011,POINT(25.56 28.75),"POLYGON((25.96 29.15,25.16 29.15,25.16 28.35,25.96 28.35,25.96 29.15))"
desert0012,Flat_Desert_Test_0012,POINT(11 31.36),"POLYGON((11.4 31.76,10.6 31.76,10.6 30.96,11.4 30.96,11.4 31.76))"
desert0013,Flat_Desert_Test_0013,POINT(122.72 -22.11),"POLYGON((123.12 -21.71,122.32 -21.71,122.32 -22.51,123.12 -22.51,123.12 -21.71))"
ecostress_afln,ecostress_afln,POINT(-4.291142 53.310312),"POLYGON((-4.589940014269018 53.13022712164176,-4.592460099844658 53.48963675338252,-3.989823900155358 53.48963675338252,-3.992343985730997 53.13022712164176,-4.589940014269018 53.13022712164176))"
ecostress_ar_slu,ecostress_ar_slu,POINT(-66.4598 -33.4648),"POLYGON((-66.67539314436642 -33.64493131982027,-66.67450217929023 -33.28429004710965,-66.24509782070977 -33.28429004710965,-66.24420685563358 -33.64493131982027,-66.67539314436642 -33.64493131982027))"
ecostress_ar_vir,ecostress_ar_vir,POINT(-56.1886 -28.2395),"POLYGON((-56.39272749464487 -28.41981204433139,-56.39204161004353 -28.05887948240836,-55.9851583899565 -28.05887948240836,-55.98447250535514 -28.41981204433139,-56.39272749464487 -28.41981204433139))"
ecostress_au_asm,ecostress_au_asm,POINT(133.249 -22.283),"POLYGON((133.0546803535051 -22.46349378268366,133.0551788575422 -22.10227023033011,133.4428211424578 -22.10227023033011,133.4433196464949 -22.46349378268366,133.0546803535051 -22.46349378268366))"
ecostress_au_cum,ecostress_au_cum,POINT(150.7236 -33.6153),"POLYGON((150.5076303275388 -33.79542585833054,150.5085279360284 -33.43479337350981,150.9386720639716 -33.43479337350981,150.9395696724613 -33.79542585833054,150.5076303275388 -33.79542585833054))"
ecostress_au_das,ecostress_au_das,POINT(131.3881 -14.1592),"POLYGON((131.2026973233534 -14.33989142607945,131.2029903690193 -13.97836288352482,131.5732096309808 -13.97836288352482,131.5735026766466 -14.33989142607945,131.2026973233534 -14.33989142607945))"
ecostress_au_dry,ecostress_au_dry,POINT(132.3706 -15.2588),"POLYGON((132.1842547656041 -15.43946840185666,132.1845732215011 -15.07797410986561,132.5566267784989 -15.07797410986561,132.5569452343959 -15.43946840185666,132.1842547656041 -15.43946840185666))"
ecostress_au_how,ecostress_au_how,POINT(131.15005 -12.4952),"POLYGON((130.9659282588832 -12.6759239235108,130.9661839307619 -12.31434804500899,131.3339160692381 -12.31434804500899,131.3341717411168 -12.6759239235108,130.9659282588832 -12.6759239235108))"
ecostress_au_lit,ecostress_au_lit,POINT(130.7945 -13.179),"POLYGON((130.6098727647741 -13.35971091416863,130.6101436473157 -12.99815382435098,130.9788563526843 -12.99815382435098,130.979127235226 -13.35971091416863,130.6098727647741 -13.35971091416863))"
ecostress_au_stp,ecostress_au_stp,POINT(133.3503 -17.1508),"POLYGON((133.162147715072 -17.33142596769079,133.1625114113854 -16.96999597258115,133.5380885886146 -16.96999597258115,133.538452284928 -17.33142596769079,133.162147715072 -17.33142596769079))"
ecostress_au_tum,ecostress_au_tum,POINT(148.1517 -35.6566),"POLYGON((147.9303366299656 -35.83665050657066,147.9313292342699 -35.47613903000912,148.3720707657301 -35.47613903000912,148.3730633700344 -35.83665050657066,147.9303366299656 -35.83665050657066))"
ecostress_au_wom,ecostress_au_wom,POINT(144.0944 -37.4222),"POLYGON((143.867911540734 -37.6021835282658,143.8689944477289 -37.2417791209371,144.3198055522711 -37.2417791209371,144.320888459266 -37.6021835282658,143.867911540734 -37.6021835282658))"
ecostress_au_ync,ecostress_au_ync,POINT(146.2907 -34.9893),"POLYGON((146.071160037282 -35.16937539439802,146.0721205463286 -34.80882400526973,146.5092794536714 -34.80882400526973,146.5102399627181 -35.16937539439802,146.071160037282 -35.16937539439802))"
ecostress_bdog,ecostress_bdog,POINT(-1.481935 51.530216),"POLYGON((-1.769011261461884 51.35009981825127,-1.771281352657041 51.70961867319674,-1.192588647342944 51.70961867319674,-1.194858738538102 51.35009981825127,-1.769011261461884 51.35009981825127))"
ecostress_be_lon,ecostress_be_lon,POINT(5.9981 50.305),"POLYGON((5.718417781356493 50.12486078489908,5.716300934005204 50.48445573750933,6.279899065994783 50.48445573750933,6.277782218643495 50.12486078489908,5.718417781356493 50.12486078489908))"
ecostress_be_vie,ecostress_be_vie,POINT(4.746112999999999 50.55184000000001),"POLYGON((4.464982311066393 50.37170551397033,4.462835709727585 50.73128508321069,5.029390290272431 50.73128508321069,5.027243688933623 50.37170551397033,4.464982311066393 50.37170551397033))"
ecostress_br_cmt,ecostress_br_cmt,POINT(-56.0882 -13.2875),"POLYGON((-56.27291010670355 -13.46820880551857,-56.27263679222582 -13.1066547824628,-55.90376320777419 -13.1066547824628,-55.90348989329647 -13.46820880551857,-56.27291010670355 -13.46820880551857))"
ecostress_br_no,ecostress_br_no,POINT(-56.76666700000001 -16.616667),"POLYGON((-56.95428493189533 -16.7973053035508,-56.95393421567819 -16.43585648135678,-56.57939978432185 -16.43585648135678,-56.57904906810469 -16.7973053035508,-56.95428493189533 -16.7973053035508))"
ecostress_ca_pr_emss,ecostress_ca_pr_emss,POINT(-118.344 56.7438),"POLYGON((-118.669302470728 56.56376657836598,-118.6724209497067 56.92297139684919,-118.0155790502933 56.92297139684919,-118.018697529272 56.56376657836598,-118.669302470728 56.56376657836598))"
ecostress_ca_tp,ecostress_ca_tp,POINT(-80.431 42.713075),"POLYGON((-80.67443943915981 42.53277476427549,-80.67585078797453 42.89284916078513,-80.18614921202546 42.89284916078513,-80.18756056084018 42.53277476427549,-80.67443943915981 42.53277476427549))"
ecostress_ch_dav,ecostress_ch_dav,POINT(9.855917 46.815333),"POLYGON((9.594725182637632 46.63512290812367,9.592977204390138 46.99493739703703,10.11885679560987 46.99493739703703,10.11710881736238 46.63512290812367,9.594725182637632 46.63512290812367))"
ecostress_ch_fru,ecostress_ch_fru,POINT(8.537778 47.115833),"POLYGON((8.275128651217187 46.93562926785075,8.273352308811297 47.29542474237181,8.802203691188708 47.29542474237181,8.800427348782819 46.93562926785075,8.275128651217187 46.93562926785075))"
ecostress_ch_lae,ecostress_ch_lae,POINT(8.364389 47.478333),"POLYGON((8.099949787487077 47.29813688322951,8.098138452350668 47.65790943923712,8.63063954764931 47.65790943923712,8.6288282125129 47.29813688322951,8.099949787487077 47.29813688322951))"
ecostress_cr_fsc,ecostress_cr_fsc,POINT(-85.4732 10.4189),"POLYGON((-85.65575066850612 10.23803328948057,-85.65596127629537 10.59966042826978,-85.29043872370465 10.59966042826978,-85.29064933149391 10.23803328948057,-85.65575066850612 10.23803328948057))"
ecostress_cr_srnp_emss,ecostress_cr_srnp_emss,POINT(-85.6156 10.8418),"POLYGON((-85.79839772832108 10.66093594900254,-85.79861738822184 11.02255336196035,-85.43258261177814 11.02255336196035,-85.43280227167892 10.66093594900254,-85.79839772832108 10.66093594900254))"
ecostress_cz_bk1,ecostress_cz_bk1,POINT(18.5369 49.5021),"POLYGON((18.2617925274287 49.32194511519452,18.25976881522092 49.6815902666869,18.81403118477908 49.6815902666869,18.81200747257131 49.32194511519452,18.2617925274287 49.32194511519452))"
ecostress_de_rus,ecostress_de_rus,POINT(6.4472 50.8659),"POLYGON((6.164196848134679 50.68577146775371,6.162011592189288 51.04533150105323,6.732388407810731 51.04533150105323,6.730203151865339 50.68577146775371,6.164196848134679 50.68577146775371))"
ecostress_de_tha,ecostress_de_tha,POINT(13.56516 50.96235),"POLYGON((13.28157505294539 50.78222328167838,13.27937774248022 51.14177732391667,13.85094225751976 51.14177732391667,13.8487449470546 50.78222328167838,13.28157505294539 50.78222328167838))"
ecostress_efgf,ecostress_efgf,POINT(-0.192985 52.470474),"POLYGON((-0.4861001079088396 52.29037469548514,-0.4884978964281004 52.64983563975027,0.1025278964281142 52.64983563975027,0.1001301079088535 52.29037469548514,-0.4861001079088396 52.29037469548514))"
ecostress_fr_fon,ecostress_fr_fon,POINT(2.7801 48.4764),"POLYGON((2.510547286377914 48.29622450586436,2.508634980382169 48.6559340963398,3.05156501961784 48.6559340963398,3.049652713622095 48.29622450586436,2.510547286377914 48.29622450586436))"
ecostress_il_yat,ecostress_il_yat,POINT(35.0519 31.3451),"POLYGON((34.84212407287703 31.16454393319275,34.84132196042358 31.52530678162645,35.26247803957639 31.52530678162645,35.26167592712295 31.16454393319275,34.84212407287703 31.16454393319275))"
ecostress_it_cp2,ecostress_it_cp2,POINT(12.3573 41.7043),"POLYGON((12.11767934098208 41.5239769331528,12.11633848155083 41.8841149830624,12.59826151844919 41.8841149830624,12.59692065901794 41.5239769331528,12.11767934098208 41.5239769331528))"
ecostress_it_tor,ecostress_it_tor,POINT(7.5781 45.8444),"POLYGON((7.321460976111894 45.66416909143581,7.319800854185019 46.0240450889006,7.836399145814994 46.0240450889006,7.834739023888119 45.66416909143581,7.321460976111894 45.66416909143581))"
ecostress_ke_mak,ecostress_ke_mak,POINT(38.140667 -3.425806),"POLYGON((37.96064978476159 -3.60665518821377,37.96071735416851 -3.244922176761445,38.32061664583151 -3.244922176761445,38.32068421523843 -3.60665518821377,37.96064978476159 -3.60665518821377))"
ecostress_kr_gck,ecostress_kr_gck,POINT(127.162222 37.748333),"POLYGON((126.9358373280877 37.56791956456009,126.9347368223199 37.92830398497345,127.3897071776801 37.92830398497345,127.3886066719124 37.56791956456009,126.9358373280877 37.56791956456009))"
ecostress_ne_waf,ecostress_ne_waf,POINT(2.63368891 13.64758138),"POLYGON((2.448979930520807 13.46673942215339,2.448698507646924 13.82828310073302,2.818679312353055 13.82828310073302,2.818397889479172 13.46673942215339,2.448979930520807 13.46673942215339))"
ecostress_npbb,ecostress_npbb,POINT(-2.388 54.69600000000001),"POLYGON((-2.696822943604332 54.5159374432892,-2.699563883799527 54.87526338172765,-2.076436116200483 54.87526338172765,-2.079177056395679 54.5159374432892,-2.696822943604332 54.5159374432892))"
ecostress_nz_bfm,ecostress_nz_bfm,POINT(171.928 -43.593),"POLYGON((171.6795885558382 -43.77273823989805,171.6810649782595 -43.41271951829628,172.1749350217405 -43.41271951829628,172.1764114441618 -43.77273823989805,171.6795885558382 -43.77273823989805))"
ecostress_nz_kop,ecostress_nz_kop,POINT(175.554 -37.38800000000001),"POLYGON((175.3276151305306 -37.56798484061121,175.3286962093823 -37.20757834087424,175.7793037906177 -37.20757834087424,175.7803848694693 -37.56798484061121,175.3276151305306 -37.56798484061121))"
ecostress_nz_oxf,ecostress_nz_oxf,POINT(172.2108 -43.2619),"POLYGON((171.9637473390074 -43.44165178961836,171.9651988652113 -43.08161210553905,172.4564011347887 -43.08161210553905,172.4578526609926 -43.44165178961836,171.9637473390074 -43.44165178961836))"
ecostress_nz_sco,ecostress_nz_sco,POINT(175.22 -37.46),"POLYGON((174.9933968421212 -37.63998207711102,174.9944817734992 -37.27957998323197,175.4455182265009 -37.27957998323197,175.4466031578789 -37.63998207711102,174.9933968421212 -37.63998207711102))"
ecostress_sleg,ecostress_sleg,POINT(-2.828505 51.207282),"POLYGON((-3.113581886231742 51.02715985670034,-3.115810204984768 51.38669870356617,-2.541199795015245 51.38669870356617,-2.543428113768272 51.02715985670034,-3.113581886231742 51.02715985670034))"
ecostress_ssh_czo_cal,ecostress_ssh_czo_cal,POINT(-81.72247 34.60811),"POLYGON((-81.94005238561328 34.4276254628511,-81.94099502582979 34.7881995017363,-81.50394497417021 34.7881995017363,-81.50488761438672 34.4276254628511,-81.94005238561328 34.4276254628511))"
ecostress_ssh_czo_shale,ecostress_ssh_czo_shale,POINT(-77.904076 40.66573),"POLYGON((-78.13996383995949 40.48538328082554,-78.14123635033549 40.84558659075418,-77.6669156496645 40.84558659075418,-77.6681881600405 40.48538328082554,-78.13996383995949 40.48538328082554))"
ecostress_us_arm,ecostress_us_arm,POINT(-97.4888 36.6058),"POLYGON((-97.7118227963972 36.42536053249493,-97.7128629358346 36.78581469682457,-97.26473706416543 36.78581469682457,-97.26577720360284 36.42536053249493,-97.7118227963972 36.42536053249493))"
ecostress_us_bar,ecostress_us_bar,POINT(-71.28808000000001 44.0646),"POLYGON((-71.5369546821178 43.8843300292328,-71.53846745421897 44.24431887249082,-71.03769254578104 44.24431887249082,-71.03920531788222 43.8843300292328,-71.5369546821178 43.8843300292328))"
ecostress_us_bi1,ecostress_us_bi1,POINT(-121.5042 38.1022),"POLYGON((-121.731665125053 37.92179464977591,-121.7327850715629 38.28215731693866,-121.2756149284371 38.28215731693866,-121.276734874947 37.92179464977591,-121.731665125053 37.92179464977591))"
ecostress_us_bsg,ecostress_us_bsg,POINT(-119.6909 43.4712),"POLYGON((-119.9373416875553 43.29091679444529,-119.938808892713 43.65094322898126,-119.442991107287 43.65094322898126,-119.4444583124447 43.29091679444529,-119.9373416875553 43.29091679444529))"
ecostress_us_ced,ecostress_us_ced,POINT(-74.3791 39.8379),"POLYGON((-74.61214909938629 39.65753436216117,-74.61336995915353 40.01778943499342,-74.14483004084646 40.01778943499342,-74.14605090061372 39.65753436216117,-74.61214909938629 39.65753436216117))"
ecostress_us_cf1,ecostress_us_cf1,POINT(-117.0821 46.7815),"POLYGON((-117.3431291799553 46.60128918951632,-117.3448740004567 46.96110582003502,-116.8193259995433 46.96110582003502,-116.8210708200447 46.60128918951632,-117.3431291799553 46.60128918951632))"
ecostress_us_cs1,ecostress_us_cs1,POINT(-89.53785500000001 44.103051),"POLYGON((-89.78688992370881 43.92278188360368,-89.7884057067161 44.28276828993208,-89.28730429328391 44.28276828993208,-89.2888200762912 43.92278188360368,-89.78688992370881 43.92278188360368))"
ecostress_us_cz1,ecostress_us_cz1,POINT(-119.731 37.109),"POLYGON((-119.9554800385048 36.92857198131487,-119.9565463245541 37.2889955250229,-119.5054536754459 37.2889955250229,-119.5065199614953 36.92857198131487,-119.9554800385048 36.92857198131487))"
ecostress_us_cz2,ecostress_us_cz2,POINT(-119.256 37.031),"POLYGON((-119.4802517706919 36.85057020477421,-119.4813139592813 37.21099850514695,-119.0306860407187 37.21099850514695,-119.0317482293081 36.85057020477421,-119.4802517706919 36.85057020477421))"
ecostress_us_hn1,ecostress_us_hn1,POINT(-119.275 46.408889),"POLYGON((-119.5342573180332 46.22867024206168,-119.5359678296493 46.58851046786585,-119.0140321703507 46.58851046786585,-119.0157426819668 46.22867024206168,-119.5342573180332 46.22867024206168))"
ecostress_us_hn2,ecostress_us_hn2,POINT(-119.464111 46.688861),"POLYGON((-119.7246963609548 46.50864821927032,-119.726432571684 46.86847071453187,-119.201789428316 46.86847071453187,-119.2035256390452 46.50864821927032,-119.7246963609548 46.50864821927032))"
ecostress_us_kfs,ecostress_us_kfs,POINT(-95.1907 39.0561),"POLYGON((-95.42117408133417 38.87571647191088,-95.42234830402013 39.23602017974577,-94.95905169597992 39.23602017974577,-94.96022591866588 38.87571647191088,-95.42117408133417 38.87571647191088))"
ecostress_us_kon,ecostress_us_kon,POINT(-96.5603 39.0824),"POLYGON((-96.79085908233039 38.90201707383774,-96.79203484153561 39.26231914991425,-96.3285651584644 39.26231914991425,-96.32974091766962 38.90201707383774,-96.79085908233039 38.90201707383774))"
ecostress_us_los,ecostress_us_los,POINT(-89.9792 46.0827),"POLYGON((-90.23693479162547 45.9024742365073,-90.23861595749788 46.26233512979389,-89.71978404250213 46.26233512979389,-89.72146520837452 45.9024742365073,-90.23693479162547 45.9024742365073))"
ecostress_us_me2,ecostress_us_me2,POINT(-121.557 44.4523),"POLYGON((-121.8075051167663 44.27203862458,-121.8090485820174 44.63200289193756,-121.3049514179827 44.63200289193756,-121.3064948832338 44.27203862458,-121.8075051167663 44.27203862458))"
ecostress_us_men,ecostress_us_men,POINT(-89.402984 43.07725),"POLYGON((-89.64785104351374 42.89695796055338,-89.64928890267484 43.25700932874776,-89.15667909732517 43.25700932874776,-89.15811695648627 42.89695796055338,-89.64785104351374 42.89695796055338))"
ecostress_us_mms,ecostress_us_mms,POINT(-86.4131 39.3232),"POLYGON((-86.64444254791192 39.14282258500467,-86.64563247863504 39.50310970641588,-86.18056752136496 39.50310970641588,-86.18175745208808 39.14282258500467,-86.64444254791192 39.14282258500467))"
